system   D            wsystem.c:583  maybe_parent_dir                 [   0.00096] Also searching C:\Users\Mr. Mojo Risin\Documents\Visual Studio 2012\Projects\mainprojecttest1\
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.30027] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.30029] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.30030] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.30031] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.30059] added dtor for object 00453688, func 510B2595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.30151] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.30153] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.30214] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.30217] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.30218] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.30219] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.30220] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.30221] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.30223] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.30224] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.30225] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.30226] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.30228] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.30229] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.30230] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.30248] added dtor for object 004570B8, func 510B2595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.30324] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.30327] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.30380] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.30382] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.30383] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.30385] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.30386] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.30387] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.30388] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.30390] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.30391] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.30392] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.30393] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.30395] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.30396] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.30418] added dtor for object 0044E9C0, func 510B2595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.30490] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.30493] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.30545] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.30548] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.30549] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.30550] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.30551] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.30553] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.30554] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.30555] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.30556] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.30558] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.30559] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.30560] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.30565] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.30584] added dtor for object 00441430, func 510B2595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.30703] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.30711] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.30827] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.30832] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.30834] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.30836] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.30838] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.30840] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.30843] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.30845] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.30847] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.30849] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.30851] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.30853] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.30856] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.30895] added dtor for object 00441540, func 510B2595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.30993] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.30996] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.31058] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.31060] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.31062] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.31063] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.31064] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.31065] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.31067] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.31068] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.31070] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.31071] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.31072] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.31074] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.31075] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.31095] added dtor for object 0044E4A8, func 510B2595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.31186] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.31188] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.31243] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.31245] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.31247] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.31248] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.31249] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.31250] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.31251] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.31253] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.31254] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.31255] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.31256] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.31258] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.31259] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.31283] added dtor for object 0044E5B8, func 510B2595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.31377] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.31380] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.31431] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.31433] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.31435] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.31436] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.31437] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.31438] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.31440] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.31441] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.31442] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.31443] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.31444] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.31446] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.31447] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.31469] added dtor for object 0044EAD0, func 510B2595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.31550] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.31556] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.31603] Fake format
